CardID,RecipeName,EventName,Price,Timestamp
guestID,WOP,TEST_2,0,2019-09-15T04:32:46.192Z
guestID,Hard Lemonade,TEST_2,3,2019-09-15T04:33:13.218Z
guestID,Hard Lemonade,TEST_2,3,2019-09-15T04:33:40.775Z
guestID,Hard Lemonade,TEST_2,3,2019-09-15T04:34:09.311Z
guestID,WOP,TEST_2,0,2019-09-15T04:35:32.819Z
guestID,WOP,TEST_2,0,2019-09-15T04:37:56.852Z
guestID,Beer,TEST_2,1,2019-09-15T04:38:03.639Z
guestID,WOP,TEST_2,0,2019-09-15T04:38:54.045Z
guestID,Beer,TEST_2,1,2019-09-15T04:39:31.969Z
guestID,WOP,TEST_2,0,2019-09-15T04:40:16.717Z
guestID,WOP,TEST_2,0,2019-09-15T04:41:00.965Z
guestID,Beer,TEST_2,1,2019-09-15T04:42:34.863Z
guestID,Beer,TEST_2,1,2019-09-15T04:42:53.765Z
guestID,Beer,TEST_2,1,2019-09-15T04:43:17.594Z
guestID,WOP,TEST_2,0,2019-09-15T04:44:58.641Z
guestID,WOP,TEST_2,0,2019-09-15T04:46:41.381Z
20133293,WOP,TEST_2,1,2019-09-15T04:47:31.020Z
20133293,Hard Lemonade,TEST_2,3,2019-09-15T04:48:14.759Z
20133293,Hard Lemonade,TEST_2,3,2019-09-15T04:49:03.680Z
guestID,WOP,TEST_2,0,2019-09-15T04:49:28.309Z
20133293,Hard Lemonade,TEST_2,3,2019-09-15T04:49:31.183Z
20133293,Vodka-Cran-Lemonade,TEST_2,3.5,2019-09-15T04:49:58.937Z
guestID,WOP,TEST_2,0,2019-09-15T04:50:04.871Z
guestID,Beer,TEST_2,1,2019-09-15T04:51:11.561Z
20133293,Vodka-Cran-Lemonade,TEST_2,3.5,2019-09-15T04:51:19.062Z
662617941,WOP,TEST_2,0,2019-09-15T04:51:51.026Z
20133293,Rum and coke,TEST_2,2.5,2019-09-15T04:51:52.939Z
668322494,WOP,TEST_2,0,2019-09-15T04:52:12.636Z
guestID,WOP,TEST_2,0,2019-09-15T04:53:02.024Z
20133293,Rum and coke,TEST_2,2.5,2019-09-15T04:53:21.200Z
guestID,WOP,TEST_2,0,2019-09-15T04:53:34.223Z
20133293,Rum and coke,TEST_2,2.5,2019-09-15T04:53:42.815Z
guestID,WOP,TEST_2,0,2019-09-15T04:54:26.292Z
20133293,Vodka-Cran,TEST_2,3,2019-09-15T04:54:27.436Z
guestID,WOP,TEST_2,0,2019-09-15T04:55:45.156Z
20133293,Vodka-Cran,TEST_2,3,2019-09-15T04:55:51.704Z
guestID,WOP,TEST_2,0,2019-09-15T04:57:45.819Z
guestID,WOP,TEST_2,0,2019-09-15T04:58:00.697Z
guestID,WOP,TEST_2,0,2019-09-15T05:00:16.821Z
guestID,WOP,TEST_2,0,2019-09-15T05:00:28.327Z
guestID,WOP,TEST_2,0,2019-09-15T05:01:16.611Z
guestID,WOP,TEST_2,0,2019-09-15T05:01:51.155Z
guestID,WOP,TEST_2,0,2019-09-15T05:02:40.088Z
guestID,WOP,TEST_2,0,2019-09-15T05:03:07.959Z
guestID,WOP,TEST_2,0,2019-09-15T05:03:54.790Z
guestID,WOP,TEST_2,0,2019-09-15T05:04:45.241Z
guestID,Beer,TEST_2,1,2019-09-15T05:05:52.433Z
guestID,Beer,TEST_2,1,2019-09-15T05:07:29.841Z
guestID,WOP,TEST_2,0,2019-09-15T05:08:32.146Z
guestID,WOP,TEST_2,0,2019-09-15T05:10:16.662Z
guestID,WOP,TEST_2,0,2019-09-15T05:11:29.602Z
guestID,WOP,TEST_2,0,2019-09-15T05:12:07.471Z
guestID,WOP,TEST_2,0,2019-09-15T05:12:19.260Z
guestID,WOP,TEST_2,0,2019-09-15T05:13:26.581Z
guestID,WOP,TEST_2,0,2019-09-15T05:13:53.547Z
guestID,WOP,TEST_2,0,2019-09-15T05:14:55.977Z
guestID,WOP,TEST_2,0,2019-09-15T05:15:07.034Z
guestID,WOP,TEST_2,0,2019-09-15T05:16:04.250Z
guestID,Beer,TEST_2,1,2019-09-15T05:16:31.450Z
guestID,WOP,TEST_2,0,2019-09-15T05:17:30.783Z
guestID,WOP,TEST_2,0,2019-09-15T05:18:22.129Z
guestID,WOP,TEST_2,0,2019-09-15T05:18:49.086Z
662392295,WOP,TEST_2,0,2019-09-15T05:19:38.999Z
662617941,WOP,TEST_2,0,2019-09-15T05:20:14.543Z
guestID,WOP,TEST_2,0,2019-09-15T05:20:51.476Z
guestID,WOP,TEST_2,0,2019-09-15T05:21:43.198Z
guestID,WOP,TEST_2,0,2019-09-15T05:22:00.649Z
guestID,WOP,TEST_2,0,2019-09-15T05:22:52.898Z
guestID,WOP,TEST_2,0,2019-09-15T05:22:54.847Z
668322494,WOP,TEST_2,0,2019-09-15T05:23:05.042Z
guestID,WOP,TEST_2,0,2019-09-15T05:24:32.168Z
20133293,WOP,TEST_2,1,2019-09-15T05:25:24.572Z
guestID,Beer,TEST_2,1,2019-09-15T05:25:43.009Z
guestID,Beer,TEST_2,1,2019-09-15T05:25:45.762Z
guestID,Beer,TEST_2,1,2019-09-15T05:26:13.069Z
guestID,Beer,TEST_2,1,2019-09-15T05:26:31.332Z
guestID,Cheap Vodka Shot,TEST_2,1.5,2019-09-15T05:26:40.823Z
guestID,Beer,TEST_2,1,2019-09-15T05:26:45.635Z
guestID,Beer,TEST_2,1,2019-09-15T05:26:47.876Z
guestID,WOP,TEST_2,0,2019-09-15T05:27:21.821Z
guestID,Beer,TEST_2,1,2019-09-15T05:27:24.216Z
guestID,WOP,TEST_2,0,2019-09-15T05:27:45.793Z
guestID,WOP,TEST_2,0,2019-09-15T05:28:07.434Z
guestID,Beer,TEST_2,1,2019-09-15T05:28:09.026Z
guestID,WOP,TEST_2,0,2019-09-15T05:28:28.143Z
guestID,WOP,TEST_2,0,2019-09-15T05:28:46.565Z
guestID,Beer,TEST_2,1,2019-09-15T05:28:47.746Z
20133293,Vodka-Cran-Lemonade,TEST_2,3.5,2019-09-15T05:28:56.487Z
guestID,Cheap Vodka Shot,TEST_2,1.5,2019-09-15T05:29:29.180Z
guestID,WOP,TEST_2,0,2019-09-15T05:29:39.917Z
guestID,Beer,TEST_2,1,2019-09-15T05:29:56.672Z
20133293,Tequila shot,TEST_2,1.5,2019-09-15T05:30:07.079Z
guestID,WOP,TEST_2,0,2019-09-15T05:30:30.402Z
guestID,WOP,TEST_2,0,2019-09-15T05:30:33.870Z
guestID,Tequila shot,TEST_2,1.5,2019-09-15T05:30:46.288Z
guestID,WOP,TEST_2,0,2019-09-15T05:31:22.350Z
guestID,Beer,TEST_2,1,2019-09-15T05:31:44.333Z
guestID,WOP,TEST_2,0,2019-09-15T05:32:00.542Z
20133293,Tequila shot,TEST_2,1.5,2019-09-15T05:32:20.242Z
guestID,WOP,TEST_2,0,2019-09-15T05:32:20.689Z
guestID,WOP,TEST_2,0,2019-09-15T05:32:39.052Z
guestID,WOP,TEST_2,0,2019-09-15T05:33:21.889Z
guestID,WOP,TEST_2,0,2019-09-15T05:33:42.239Z
20133293,Premium Vodka Shot,TEST_2,2,2019-09-15T05:33:44.840Z
guestID,WOP,TEST_2,0,2019-09-15T05:33:59.645Z
guestID,WOP,TEST_2,0,2019-09-15T05:34:17.474Z
guestID,WOP,TEST_2,0,2019-09-15T05:35:12.900Z
guestID,WOP,TEST_2,0,2019-09-15T05:36:07.456Z
guestID,Beer,TEST_2,1,2019-09-15T05:36:10.567Z
guestID,WOP,TEST_2,0,2019-09-15T05:37:14.636Z
guestID,Beer,TEST_2,1,2019-09-15T05:38:39.908Z
20133293,Hard Lemonade,TEST_2,3,2019-09-15T05:38:44.915Z
guestID,WOP,TEST_2,0,2019-09-15T05:39:21.663Z
20133293,WOP,TEST_2,1,2019-09-15T05:39:51.507Z
guestID,WOP,TEST_2,0,2019-09-15T05:40:28.771Z
guestID,WOP,TEST_2,0,2019-09-15T05:40:48.150Z
662392295,WOP,TEST_2,0,2019-09-15T05:41:02.904Z
20133293,Tequila shot,TEST_2,1.5,2019-09-15T05:41:54.521Z
20133293,Vodka-Cran-Lemonade,TEST_2,3.5,2019-09-15T05:43:43.604Z
92526163,Beer,TEST_2,1,2019-09-15T05:44:34.079Z
20133293,Rum shot,TEST_2,1.5,2019-09-15T05:44:52.099Z
20133293,WOP,TEST_2,1,2019-09-15T05:45:33.842Z
20133293,Hard Lemonade,TEST_2,3,2019-09-15T05:46:57.556Z
665911542,Beer,TEST_2,1,2019-09-15T05:47:01.915Z
guestID,Beer,TEST_2,1,2019-09-15T05:47:24.712Z
20133293,Premium Vodka Shot,TEST_2,2,2019-09-15T05:47:54.507Z
20133293,Premium Vodka Shot,TEST_2,2,2019-09-15T05:48:49.585Z
guestID,Beer,TEST_2,1,2019-09-15T05:49:54.952Z
20133293,Hard Lemonade,TEST_2,3,2019-09-15T05:50:27.738Z
guestID,WOP,TEST_2,0,2019-09-15T05:50:37.636Z
guestID,WOP,TEST_2,0,2019-09-15T05:51:00.507Z
guestID,Cheap Vodka Shot,TEST_2,1.5,2019-09-15T05:51:45.129Z
662617941,Hard Lemonade,TEST_2,3,2019-09-15T05:52:17.589Z
guestID,Beer,TEST_2,1,2019-09-15T05:52:22.898Z
668322494,Cheap Vodka Shot,TEST_2,1.5,2019-09-15T05:53:08.944Z
guestID,WOP,TEST_2,0,2019-09-15T05:53:35.983Z
guestID,WOP,TEST_2,0,2019-09-15T05:53:49.919Z
guestID,WOP,TEST_2,0,2019-09-15T05:54:18.946Z
guestID,WOP,TEST_2,0,2019-09-15T05:55:04.865Z
guestID,WOP,TEST_2,0,2019-09-15T05:55:31.208Z
guestID,WOP,TEST_2,0,2019-09-15T05:55:44.748Z
57757263,Premium Vodka Shot,TEST_2,2,2019-09-15T05:56:35.912Z
1782023095,Premium Vodka Shot,TEST_2,2,2019-09-15T05:57:09.906Z
guestID,Cheap Vodka Shot,TEST_2,1.5,2019-09-15T05:57:51.912Z
guestID,WOP,TEST_2,0,2019-09-15T05:58:06.565Z
guestID,Premium Vodka Shot,TEST_2,2,2019-09-15T05:58:35.939Z
guestID,WOP,TEST_2,0,2019-09-15T05:58:54.239Z
guestID,WOP,TEST_2,0,2019-09-15T05:59:39.224Z
20133293,Premium Vodka Shot,TEST_2,2,2019-09-15T06:00:00.856Z
guestID,WOP,TEST_2,0,2019-09-15T06:00:07.502Z
guestID,WOP,TEST_2,1,2019-09-15T06:00:56.571Z
guestID,Beer,TEST_2,1,2019-09-15T06:01:42.758Z
guestID,Cheap Vodka Shot,TEST_2,1.5,2019-09-15T06:01:59.875Z
guestID,WOP,TEST_2,0,2019-09-15T06:02:15.587Z
20133293,WOP,TEST_2,1,2019-09-15T06:03:51.532Z
guestID,WOP,TEST_2,0,2019-09-15T06:04:07.808Z
guestID,WOP,TEST_2,0,2019-09-15T06:04:26.215Z
92526163,WOP,TEST_2,0,2019-09-15T06:04:31.087Z
guestID,Hard Lemonade,TEST_2,3,2019-09-15T06:05:58.069Z
guestID,WOP,TEST_2,0,2019-09-15T06:09:32.756Z
guestID,WOP,TEST_2,0,2019-09-15T06:09:47.198Z
guestID,WOP,TEST_2,0,2019-09-15T06:10:17.839Z
guestID,WOP,TEST_2,0,2019-09-15T06:10:44.842Z
guestID,WOP,TEST_2,0,2019-09-15T06:11:09.371Z
guestID,WOP,TEST_2,0,2019-09-15T06:12:04.721Z
guestID,WOP,TEST_2,0,2019-09-15T06:12:39.667Z
57757263,Beer,TEST_2,1,2019-09-15T06:12:59.184Z
guestID,WOP,TEST_2,1,2019-09-15T06:13:19.986Z
guestID,WOP,TEST_2,0,2019-09-15T06:13:41.971Z
20133293,WOP,TEST_2,1,2019-09-15T06:15:07.640Z
20133293,Cheap Vodka Shot,TEST_2,1.5,2019-09-15T06:15:33.827Z
20133293,Premium Vodka Shot,TEST_2,2,2019-09-15T06:15:50.542Z
guestID,WOP,TEST_2,0,2019-09-15T06:15:50.973Z
guestID,Beer,TEST_2,1,2019-09-15T06:16:10.312Z
guestID,Premium Vodka Shot,TEST_2,2,2019-09-15T06:16:14.314Z
92526163,Beer,TEST_2,1,2019-09-15T06:16:27.547Z
1782023095,Beer,TEST_2,1,2019-09-15T06:16:43.808Z
20133293,WOP,TEST_2,1,2019-09-15T06:16:56.596Z
665911542,Beer,TEST_2,1,2019-09-15T06:18:19.148Z
20133293,Premium Vodka Shot,TEST_2,2,2019-09-15T06:18:52.356Z
20133293,WOP,TEST_2,1,2019-09-15T06:21:10.509Z
20133293,WOP,TEST_2,1,2019-09-15T06:22:10.420Z
guestID,WOP,TEST_2,0,2019-09-15T06:23:10.976Z
guestID,WOP,TEST_2,1,2019-09-15T06:23:19.461Z
guestID,WOP,TEST_2,1,2019-09-15T06:26:28.866Z
guestID,WOP,TEST_2,0,2019-09-15T06:30:18.519Z
662392295,WOP,TEST_2,0,2019-09-15T06:30:37.528Z
guestID,WOP,TEST_2,0,2019-09-15T06:33:55.109Z
guestID,WOP,TEST_2,0,2019-09-15T06:35:03.021Z
guestID,Premium Vodka Shot,TEST_2,2,2019-09-15T06:36:20.531Z
guestID,Hard Lemonade,TEST_2,3,2019-09-15T06:37:53.859Z
guestID,Tequila shot,TEST_2,1.5,2019-09-15T06:38:39.893Z
guestID,WOP,TEST_2,0,2019-09-15T06:42:41.584Z
guestID,WOP,TEST_2,1,2019-09-15T06:43:28.966Z
guestID,WOP,TEST_2,1,2019-09-15T06:43:42.526Z
guestID,Beer,TEST_2,1,2019-09-15T06:44:09.028Z
guestID,WOP,TEST_2,1,2019-09-15T06:45:16.589Z
guestID,Hard Lemonade,TEST_2,3,2019-09-15T06:47:01.591Z
guestID,Premium Vodka Shot,TEST_2,2,2019-09-15T06:48:57.637Z
guestID,Hard Lemonade,TEST_2,3,2019-09-15T06:49:52.394Z
guestID,Tequila shot,TEST_2,1.5,2019-09-15T06:50:42.076Z
guestID,Tequila shot,TEST_2,1.5,2019-09-15T06:50:54.011Z
guestID,Tequila shot,TEST_2,1.5,2019-09-15T06:53:18.008Z
guestID,Hard Lemonade,TEST_2,3,2019-09-15T06:53:47.594Z
guestID,Premium Vodka Shot,TEST_2,2,2019-09-15T06:56:57.440Z
guestID,Hard Lemonade,TEST_2,3,2019-09-15T06:57:50.346Z
guestID,Hard Lemonade,TEST_2,3,2019-09-15T06:58:22.266Z
guestID,Premium Vodka Shot,TEST_2,2,2019-09-15T07:02:23.433Z
194154342,WOP,Test_3,0,2019-09-20T05:41:44.214Z
194154342,WOP,Test_3,0,2019-09-20T05:44:02.769Z
194154342,WOP,Test_3,0,2019-09-20T05:45:23.112Z
194154342,WOP,Test_3,0,2019-09-20T05:45:50.544Z
194154342,WOP,Test_3,0,2019-09-20T05:46:51.566Z
194154342,WOP,Test_3,0,2019-09-20T05:47:28.335Z
194154342,WOP,Test_3,1,2019-09-20T05:49:10.739Z
1814616041,WOP,Test_3,0,2019-09-20T06:14:28.764Z
1814616041,WOP,Test_3,0,2019-09-20T06:14:32.603Z
1814616041,WOP,Test_3,0,2019-09-20T06:14:45.926Z
1814616041,Hard Lemonade,Test_3,3,2019-09-20T06:15:00.254Z
1814616041,Tequila shot,Test_3,1.5,2019-09-20T06:15:26.283Z
1814616041,Rum and coke,Test_3,2.5,2019-09-20T06:15:36.165Z
1814616041,Premium Vodka Shot,Test_3,2,2019-09-20T06:15:49.873Z
1814616041,Vodka-Cran-Lemonade,Test_3,3.5,2019-09-20T06:16:05.592Z
1814616041,Cheap Vodka Shot,Test_3,1.5,2019-09-20T06:16:28.990Z
1814616041,WOP,Test_3,1,2019-09-20T06:17:28.111Z
1051623792,WOP,Test_3,0,2019-09-20T06:17:52.258Z
1814616041,WOP,Test_3,1,2019-09-20T06:18:07.758Z
1814616041,WOP,Test_3,1,2019-09-20T06:18:16.963Z
1814616041,Tequila shot,Test_3,1.5,2019-09-20T06:29:59.165Z
1814616041,WOP,Test_3,1,2019-09-20T06:30:11.871Z
1307117142,WOP,Test_3,0,2019-09-20T06:38:25.941Z
20133293,WOP,Test_3,0,2019-09-20T06:45:15.229Z
20133293,Cheap Vodka Shot,Test_3,1.5,2019-09-20T06:46:33.341Z
20133293,Cheap Vodka Shot,Test_3,1.5,2019-09-20T06:47:20.051Z
20133293,Tequila shot,Test_3,1.5,2019-09-20T06:52:05.620Z
20133293,Tequila shot,Test_3,1.5,2019-09-20T06:54:55.360Z
20133293,Tequila shot,Test_3,1.5,2019-09-20T06:55:22.732Z
20133293,Tequila shot,Test_3,1.5,2019-09-20T07:09:14.829Z
20133293,Tequila shot,Test_3,1.5,2019-09-20T07:13:16.485Z
20133293,Tequila shot,Test_3,1.5,2019-09-20T07:14:37.804Z
20133293,WOP,Test_3,0,2019-09-20T22:52:09.036Z
20133293,WOP,Test_3,0,2019-09-20T22:53:24.901Z
20133293,WOP,Test_3,0,2019-09-20T22:53:44.886Z
20133293,Rum shot,Test_3,1.5,2019-09-20T23:12:20.825Z
20133293,WOP,Test_3,0,2019-09-21T14:16:03.732Z
20133293,WOP,Test_3,0,2019-09-21T14:31:50.862Z
20133293,WOP,Test_3,0,2019-09-21T15:41:58.320Z
1051623792,WOP,Test_3,0,2019-09-21T16:47:50.914Z
1051623792,WOP,Test_3,0,2019-09-21T18:09:34.639Z
1051623792,Hard Lemonade,Test_3,3,2019-09-21T18:10:17.162Z
1051623792,Hard Lemonade,Test_3,3,2019-09-21T18:13:18.134Z
1051623792,Hard Lemonade,Test_3,3,2019-09-21T18:14:32.799Z
20133293,WOP,Test_3,0,2019-09-21T20:58:19.563Z
20133293,Beer,Test_3,1,2019-09-21T20:58:23.244Z
20133293,Beer,Test_3,1,2019-09-21T20:58:24.443Z
20133293,Beer,Test_3,1,2019-09-21T20:58:25.372Z
20133293,WOP,Test_3,0,2019-09-21T20:58:27.699Z
20133293,WOP,Test_3,0,2019-09-21T20:58:28.718Z
20133293,WOP,Test_3,0,2019-09-21T21:01:43.245Z
20133293,Beer,Test_3,1,2019-09-21T21:01:46.750Z
1307117142,WOP,Test_3,0,2019-09-21T21:08:12.844Z
20133293,Beer,Test_3,1,2019-09-21T21:09:16.543Z
20133293,Beer,Test_3,1,2019-09-21T21:10:11.927Z
1307117142,Beer,Test_3,1,2019-09-21T21:21:47.095Z
guestID,Beer,Test_3,1,2019-09-22T03:27:31.700Z
guestID,WOP,Test_3,0,2019-09-22T03:28:13.231Z
guestID,Beer,Test_3,1,2019-09-22T03:28:59.966Z
guestID,WOP,Test_3,0,2019-09-22T03:29:30.389Z
guestID,WOP,Test_3,0,2019-09-22T03:29:44.311Z
182052395,WOP,Test_3,0,2019-09-22T03:30:15.538Z
guestID,WOP,Test_3,0,2019-09-22T03:30:40.136Z
guestID,WOP,Test_3,0,2019-09-22T03:31:11.165Z
guestID,WOP,Test_3,0,2019-09-22T03:31:42.156Z
guestID,WOP,Test_3,0,2019-09-22T03:32:15.136Z
21017817642,WOP,Test_3,0,2019-09-22T03:32:48.500Z
981774095,WOP,Test_3,0,2019-09-22T03:33:17.437Z
guestID,WOP,Test_3,0,2019-09-22T03:33:47.612Z
guestID,WOP,Test_3,0,2019-09-22T03:34:17.860Z
guestID,WOP,Test_3,0,2019-09-22T03:35:05.273Z
9113411337,WOP,Test_3,1,2019-09-22T03:35:08.691Z
guestID,WOP,Test_3,0,2019-09-22T03:35:29.530Z
9113411337,Hard Lemonade,Test_3,3,2019-09-22T03:35:52.580Z
9113411337,Hard Lemonade,Test_3,3,2019-09-22T03:36:25.896Z
guestID,WOP,Test_3,0,2019-09-22T03:36:27.435Z
guestID,WOP,Test_3,0,2019-09-22T03:37:10.075Z
9113411337,Vodka-Cran-Lemonade,Test_3,3.5,2019-09-22T03:37:32.635Z
9113411337,Vodka-Cran-Lemonade,Test_3,3.5,2019-09-22T03:37:58.135Z
9113411337,Vodka-Cran-Lemonade,Test_3,3.5,2019-09-22T03:38:48.203Z
9113411337,Cheap Vodka Shot,Test_3,1.5,2019-09-22T03:39:33.195Z
182052395,WOP,Test_3,0,2019-09-22T03:39:52.438Z
9113411337,Cheap Vodka Shot,Test_3,1.5,2019-09-22T03:39:55.153Z
9113411337,Cheap Vodka Shot,Test_3,1.5,2019-09-22T03:40:07.848Z
guestID,WOP,Test_3,0,2019-09-22T03:40:25.830Z
9113411337,Cheap Vodka Shot,Test_3,1.5,2019-09-22T03:40:35.137Z
9113411337,Cheap Vodka Shot,Test_3,1.5,2019-09-22T03:41:08.735Z
9113411337,Cheap Vodka Shot,Test_3,1.5,2019-09-22T03:41:21.490Z
9113411337,Premium Vodka Shot,Test_3,2,2019-09-22T03:41:43.451Z
9113411337,Premium Vodka Shot,Test_3,2,2019-09-22T03:41:53.573Z
9113411337,Tequila shot,Test_3,1.5,2019-09-22T03:42:03.929Z
guestID,WOP,Test_3,0,2019-09-22T03:42:13.056Z
9113411337,Tequila shot,Test_3,1.5,2019-09-22T03:42:23.016Z
guestID,Beer,Test_3,1,2019-09-22T03:42:38.475Z
9113411337,Tequila shot,Test_3,1.5,2019-09-22T03:43:19.968Z
guestID,Beer,Test_3,1,2019-09-22T03:43:25.193Z
9113411337,Tequila shot,Test_3,1.5,2019-09-22T03:43:30.233Z
guestID,WOP,Test_3,0,2019-09-22T03:43:35.189Z
9113411337,Tequila shot,Test_3,1.5,2019-09-22T03:43:58.809Z
9113411337,Tequila shot,Test_3,1.5,2019-09-22T03:44:10.106Z
9113411337,Tequila shot,Test_3,1.5,2019-09-22T03:44:32.316Z
guestID,WOP,Test_3,0,2019-09-22T03:44:39.207Z
9113411337,Long Island Iced Tea,Test_3,3,2019-09-22T03:44:49.940Z
9113411337,Long Island Iced Tea,Test_3,3,2019-09-22T03:45:03.624Z
9113411337,Long Island Iced Tea,Test_3,3,2019-09-22T03:45:19.802Z
guestID,Beer,Test_3,1,2019-09-22T03:45:35.248Z
guestID,WOP,Test_3,0,2019-09-22T03:46:24.273Z
9113411337,Long Island Iced Tea,Test_3,3,2019-09-22T03:47:05.443Z
guestID,WOP,Test_3,0,2019-09-22T03:47:34.536Z
guestID,WOP,Test_3,0,2019-09-22T03:47:56.186Z
guestID,WOP,Test_3,0,2019-09-22T03:48:14.149Z
guestID,WOP,Test_3,0,2019-09-22T03:48:37.172Z
20133293,Long Island Iced Tea,Test_3,3,2019-09-22T03:48:54.165Z
8212916642,Water,Test_3,0,2019-09-22T03:50:24.780Z
guestID,WOP,Test_3,0,2019-09-22T03:50:25.557Z
guestID,WOP,Test_3,0,2019-09-22T03:50:59.300Z
8212916642,Water,Test_3,0,2019-09-22T03:51:08.356Z
66362895,WOP,Test_3,0,2019-09-22T03:51:33.821Z
8212916642,Long Island Iced Tea,Test_3,3,2019-09-22T03:52:02.129Z
guestID,WOP,Test_3,0,2019-09-22T03:52:17.684Z
9113411337,Cranberry Juice,Test_3,1,2019-09-22T03:52:51.614Z
guestID,WOP,Test_3,0,2019-09-22T03:52:58.921Z
9113411337,Long Island Iced Tea,Test_3,3,2019-09-22T03:53:24.052Z
guestID,WOP,Test_3,0,2019-09-22T03:53:45.342Z
9113411337,Long Island Iced Tea,Test_3,3,2019-09-22T03:53:48.874Z
guestID,WOP,Test_3,0,2019-09-22T03:54:28.398Z
guestID,Beer,Test_3,1,2019-09-22T03:54:49.826Z
guestID,WOP,Test_3,0,2019-09-22T03:55:04.636Z
9113411337,WOP,Test_3,1,2019-09-22T03:55:23.032Z
981774095,WOP,Test_3,0,2019-09-22T03:55:26.589Z
guestID,WOP,Test_3,0,2019-09-22T03:55:58.928Z
guestID,Beer,Test_3,1,2019-09-22T03:56:27.088Z
guestID,WOP,Test_3,0,2019-09-22T03:56:53.854Z
guestID,WOP,Test_3,0,2019-09-22T03:57:06.876Z
guestID,WOP,Test_3,0,2019-09-22T03:57:21.770Z
1051623792,Water,Test_3,0,2019-09-22T03:57:54.017Z
guestID,WOP,Test_3,0,2019-09-22T03:58:08.487Z
9113411337,Water,Test_3,0,2019-09-22T03:58:19.256Z
guestID,WOP,Test_3,0,2019-09-22T03:58:45.265Z
9113411337,Long Island Iced Tea,Test_3,3,2019-09-22T03:59:10.361Z
guestID,WOP,Test_3,0,2019-09-22T03:59:14.625Z
guestID,WOP,Test_3,0,2019-09-22T04:00:20.064Z
9113411337,Rum shot,Test_3,1.5,2019-09-22T04:00:39.945Z
guestID,WOP,Test_3,0,2019-09-22T04:01:00.979Z
guestID,WOP,Test_3,0,2019-09-22T04:01:34.630Z
guestID,WOP,Test_3,0,2019-09-22T04:01:48.408Z
66362895,Beer,Test_3,1,2019-09-22T04:02:07.663Z
guestID,WOP,Test_3,0,2019-09-22T04:02:30.774Z
guestID,WOP,Test_3,0,2019-09-22T04:02:54.056Z
guestID,WOP,Test_3,0,2019-09-22T04:03:21.955Z
guestID,Premium Vodka Shot,Test_3,2,2019-09-22T04:04:18.425Z
182052395,WOP,Test_3,0,2019-09-22T04:04:28.748Z
guestID,WOP,Test_3,0,2019-09-22T04:04:53.234Z
guestID,WOP,Test_3,0,2019-09-22T04:05:23.419Z
guestID,Premium Vodka Shot,Test_3,2,2019-09-22T04:05:32.440Z
guestID,WOP,Test_3,0,2019-09-22T04:05:38.115Z
guestID,WOP,Test_3,0,2019-09-22T04:05:55.750Z
